#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
154	FBXW8_AD	FBXW8	26259	AD	0.6686	0.0019	0.5001	0.1993	0.0000	0.3391	0.0000	0.5001	0.5001	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal placental labyrinth vasculature morphology (MP:0008803), Aortic root aneurysm (HP:0002616)-abnormal placental labyrinth vasculature morphology (MP:0008803), 		Proximity to NAE1 associated with Neurodevelopmental disorder with dysmorphic facies and ischiopubic hypoplasia (OMIM:620210): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Joint dislocation (HP:0001373), 		
154	FBXW10_AD	FBXW10	10517	AD	0.6690	0.0019	0.5000	0.1990	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ZPR1 associated with ?Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies (OMIM:619321): Patent ductus arteriosus (HP:0001643)-Cleft soft palate (HP:0000185), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
154	MAML1_AR	MAML1	9794	AR	0.6696	0.0019	0.5116	0.1853	0.0000	0.1238	0.0000	0.5116	0.5116	1.0000	0		Genu valgum (HP:0002857)-increased double-negative T cell number (MP:0005090), 		Proximity to SPEN associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 	Proximity to SPEN Patent ductus arteriosus (HP:0001643)-abnormal heart development (MP:0000267), Aortic root aneurysm (HP:0002616)-abnormal heart development (MP:0000267), Genu valgum (HP:0002857)-abnormal B cell differentiation (MP:0002144), 	
154	FSCN2_AD	FSCN2	25794	AD	0.6697	0.0019	0.3057	0.4182	0.3057	0.1703	0.0000	0.0000	0.3057	1.0000	0	Retinitis pigmentosa 30 (OMIM:607921): Patent ductus arteriosus (HP:0001643)-Chorioretinal atrophy (HP:0000533), Aortic root aneurysm (HP:0002616)-Chorioretinal atrophy (HP:0000533), 	Genu valgum (HP:0002857)-abnormal cochlear hair cell stereociliary bundle morphology (MP:0004521), 				
154	IGSF5_AD	IGSF5	150084	AD	0.6714	0.0019	0.5001	0.1965	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to CLDN16 associated with Hypomagnesemia 3, renal (OMIM:248250): Patent ductus arteriosus (HP:0001643)-Hypertension (HP:0000822), Aortic root aneurysm (HP:0002616)-Hypertension (HP:0000822), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
159	SIRT6_AD	SIRT6	51548	AD	0.6746	0.0018	0.2921	0.4288	0.0000	0.2921	0.0000	0.0000	0.2921	1.0000	0		Patent ductus arteriosus (HP:0001643)-cornea vascularization (MP:0005542), Aortic root aneurysm (HP:0002616)-cornea vascularization (MP:0005542), 				
159	LAIR1_AR	LAIR1	3903	AR	0.6774	0.0018	0.1384	0.6000	0.0000	0.1384	0.0000	0.0000	0.1384	1.0000	0		Genu valgum (HP:0002857)-increased eosinophil cell number (MP:0005011), 				
161	OR2A4_AD	OR2A4	79541	AD	0.6787	0.0017	0.5000	0.1894	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ARFGEF2 associated with Periventricular nodular heterotopia (ORPHA:98892): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		Proximity to ARFGEF2 Patent ductus arteriosus (HP:0001643)-intersegmental vessel incomplete structure, abnormal (ZP:0020299), Aortic root aneurysm (HP:0002616)-intersegmental vessel incomplete structure, abnormal (ZP:0020299), 
161	KRT81_AR	KRT81	3887	AR	0.6798	0.0017	0.2500	0.4713	0.2328	0.0000	0.0000	0.5000	0.5000	0.5000	0	Monilethrix (OMIM:158000): Genu valgum (HP:0002857)-Nail dystrophy (HP:0008404), 			Proximity to SMAD6 associated with Aortic valve disease 2 (OMIM:614823): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 	Proximity to SMAD6 Patent ductus arteriosus (HP:0001643)-muscular ventricular septal defect (MP:0010420), Aortic root aneurysm (HP:0002616)-overriding aortic valve (MP:0000273), 	
163	WASHC2A_AR	WASHC2A	387680	AR	0.6967	0.0015	0.5006	0.1710	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to NIPA1 associated with 15q11.2 microdeletion syndrome (ORPHA:261183): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Abnormal pinna morphology (HP:0000377), 		
164	TARS1_AD	TARS1	6897	AD	0.7068	0.0013	0.2544	0.4394	0.3737	0.0000	0.3559	0.5087	0.5087	0.5000	0	Trichothiodystrophy (ORPHA:33364): Patent ductus arteriosus (HP:0001643)-Ventricular septal defect (HP:0001629), Aortic root aneurysm (HP:0002616)-Cardiomyopathy (HP:0001638), Genu valgum (HP:0002857)-Astigmatism (HP:0000483), 		Patent ductus arteriosus (HP:0001643)-central artery decreased length, abnormal (ZP:0000588), Aortic root aneurysm (HP:0002616)-intersegmental vessel malformed, abnormal (ZP:0000019), 	Proximity to CARS1 associated with Microcephaly, developmental delay, and brittle hair syndrome (OMIM:618891): Patent ductus arteriosus (HP:0001643)-Aortic root aneurysm (HP:0002616), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pes cavus (HP:0001761), 		Proximity to CARS1 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
164	LYVE1_AD	LYVE1	10894	AD	0.7069	0.0013	0.5118	0.1479	0.0000	0.3435	0.2798	0.5118	0.5118	1.0000	0		Patent ductus arteriosus (HP:0001643)-lymphangiectasis (MP:0004038), Aortic root aneurysm (HP:0002616)-lymphangiectasis (MP:0004038), 	Patent ductus arteriosus (HP:0001643)-thoracic duct agenesis, abnormal (ZP:0011802), Aortic root aneurysm (HP:0002616)-thoracic duct agenesis, abnormal (ZP:0011802), 	Proximity to PDPN associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 	Proximity to PDPN Patent ductus arteriosus (HP:0001643)-abnormal coronary artery morphology (MP:0004111), Aortic root aneurysm (HP:0002616)-abnormal coronary artery morphology (MP:0004111), 	
164	OR2A4_AR	OR2A4	79541	AR	0.7091	0.0013	0.5000	0.1591	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ARFGEF2 associated with Periventricular nodular heterotopia (ORPHA:98892): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		Proximity to ARFGEF2 Patent ductus arteriosus (HP:0001643)-intersegmental vessel incomplete structure, abnormal (ZP:0020299), Aortic root aneurysm (HP:0002616)-intersegmental vessel incomplete structure, abnormal (ZP:0020299), 
164	AGAP4_AD	AGAP4	119016	AD	0.7131	0.0013	0.5000	0.1550	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DDX3X associated with Toriello-Carey syndrome (ORPHA:3338): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Clinodactyly (HP:0030084), 	Proximity to DDX3X Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-abnormal placental labyrinth vasculature morphology (MP:0008803), 	Proximity to DDX3X Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-trunk curved ventral, abnormal (ZP:0000636), 
168	STK32B_AD	STK32B	55351	AD	0.7151	0.0012	0.5469	0.0999	0.0000	0.0000	0.0000	0.5469	0.5469	1.0000	0				Proximity to EVC2 associated with Ellis-van Creveld syndrome (OMIM:225500): Patent ductus arteriosus (HP:0001643)-Common atrium (HP:0011565), Aortic root aneurysm (HP:0002616)-Common atrium (HP:0011565), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to EVC2 Genu valgum (HP:0002857)-short tibia (MP:0002764), 	
168	KRT6C_AR	KRT6C	286887	AR	0.7197	0.0012	0.0000	0.7142	0.1989	0.0000	0.0000	0.0000	0.1989	0.5000	0	Palmoplantar keratoderma, nonepidermolytic, focal or diffuse (OMIM:615735): Genu valgum (HP:0002857)-Plantar hyperkeratosis (HP:0007556), 					
170	KIF26B_AR	KIF26B	55083	AR	0.7257	0.0011	0.5001	0.1420	0.0000	0.2971	0.0000	0.5001	0.5001	1.0000	0		Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 		Proximity to SIX3 associated with Septopreoptic holoprosencephaly (ORPHA:280195): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), 	Proximity to SIX3 Genu valgum (HP:0002857)-abnormal cranium morphology (MP:0000438), 	
170	AGAP4_AR	AGAP4	119016	AR	0.7267	0.0011	0.5000	0.1410	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DDX3X associated with Toriello-Carey syndrome (ORPHA:3338): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Clinodactyly (HP:0030084), 	Proximity to DDX3X Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-abnormal placental labyrinth vasculature morphology (MP:0008803), 	Proximity to DDX3X Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-trunk curved ventral, abnormal (ZP:0000636), 
170	CPA6_AD	CPA6	57094	AD	0.7271	0.0011	0.0000	0.7065	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
173	POM121C_AR	POM121C	100101267	AR	0.7334	0.0010	0.0000	0.7000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
173	YLPM1_AD	YLPM1	56252	AD	0.7336	0.0010	0.5000	0.1339	0.0000	0.1901	0.0000	0.5000	0.5000	1.0000	0		Genu valgum (HP:0002857)-decreased bone mineral content (MP:0010124), 		Proximity to SLC26A2 associated with Diastrophic dysplasia (OMIM:222600): Patent ductus arteriosus (HP:0001643)-Glabellar hemangioma (HP:0001076), Aortic root aneurysm (HP:0002616)-Glabellar hemangioma (HP:0001076), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to SLC26A2 Genu valgum (HP:0002857)-bowed tibia (MP:0004358), 	
173	DNAH17_AD	DNAH17	8632	AD	0.7343	0.0010	0.0000	0.6991	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0						
173	NACAD_AD	NACAD	23148	AD	0.7370	0.0010	0.5000	0.1304	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TSFM associated with Combined oxidative phosphorylation deficiency 3 (OMIM:610505): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), 		
173	RNF213_AR	RNF213	57674	AR	0.7430	0.0010	0.4754	0.1520	0.4754	0.3597	0.3533	0.0000	0.4754	1.0000	0	Moyamoya disease 2, susceptibility to (OMIM:607151): Patent ductus arteriosus (HP:0001643)-Moyamoya phenomenon (HP:0011834), Aortic root aneurysm (HP:0002616)-Moyamoya phenomenon (HP:0011834), 	Patent ductus arteriosus (HP:0001643)-abnormal physiological neovascularization (MP:0003710), Aortic root aneurysm (HP:0002616)-abnormal physiological neovascularization (MP:0003710), 	Patent ductus arteriosus (HP:0001643)-blood vessel inner optic circle increased branchiness, abnormal (ZP:0007510), Aortic root aneurysm (HP:0002616)-angiogenic sprout mesencephalic vein morphology, abnormal (ZP:0103286), 			
173	DIS3L2_AR	DIS3L2	129563	AR	0.7436	0.0010	0.5744	0.0393	0.5744	0.3019	0.2197	0.5004	0.5744	1.0000	0	Perlman syndrome (OMIM:267000): Patent ductus arteriosus (HP:0001643)-Interrupted aortic arch (HP:0011611), Aortic root aneurysm (HP:0002616)-Interrupted aortic arch (HP:0011611), Genu valgum (HP:0002857)-Depressed nasal bridge (HP:0005280), 	Patent ductus arteriosus (HP:0001643)-hemorrhage (MP:0001914), Aortic root aneurysm (HP:0002616)-hemorrhage (MP:0001914), 	Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 	Proximity to RAI1 associated with PMP22-RAI1 contiguous gene duplication syndrome (ORPHA:477817): Patent ductus arteriosus (HP:0001643)-Double outlet right ventricle (HP:0001719), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to RAI1 Genu valgum (HP:0002857)-polyphalangy (MP:0000413), 	
179	NCOR1_AD	NCOR1	9611	AD	0.7494	0.0009	0.5157	0.0998	0.0000	0.3320	0.0000	0.5157	0.5157	1.0000	0		Patent ductus arteriosus (HP:0001643)-increased heart left ventricle weight (MP:0003915), Aortic root aneurysm (HP:0002616)-decreased heart rate (MP:0005333), 		Proximity to ZBTB7A associated with Macrocephaly, neurodevelopmental delay, lymphoid hyperplasia, and persistent fetal hemoglobin (OMIM:619769): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Astigmatism (HP:0000483), 	Proximity to ZBTB7A Genu valgum (HP:0002857)-abnormal lymphopoiesis (MP:0002401), 	
179	OR4E2_AD	OR4E2	26686	AD	0.7501	0.0009	0.5000	0.1169	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to STAG2 associated with Holoprosencephaly 13, X-linked (OMIM:301043): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Double outlet right ventricle (HP:0001719), Genu valgum (HP:0002857)-Median cleft palate (HP:0009099), 		
179	SPAG17_AD	SPAG17	200162	AD	0.7548	0.0009	0.2500	0.3948	0.0000	0.2985	0.0000	0.5000	0.5000	0.5000	0		Patent ductus arteriosus (HP:0001643)-decreased heart rate (MP:0005333), Aortic root aneurysm (HP:0002616)-decreased heart rate (MP:0005333), 		Proximity to PPP1CB associated with Noonan syndrome-like disorder with loose anagen hair 2 (OMIM:617506): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Pectus excavatum (HP:0000767), 		Proximity to PPP1CB Genu valgum (HP:0002857)-anterior-posterior axis whole organism curved, abnormal (ZP:0002513), 
182	TCF7L2_AD	TCF7L2	6934	AD	0.7559	0.0008	0.5095	0.1000	0.0000	0.5056	0.3239	0.5095	0.5095	1.0000	0		Patent ductus arteriosus (HP:0001643)-muscular ventricular septal defect (MP:0010420), Aortic root aneurysm (HP:0002616)-abnormal inferior vena cava morphology (MP:0006063), Genu valgum (HP:0002857)-abnormal elbow joint morphology (MP:0013945), 	Patent ductus arteriosus (HP:0001643)-capillary endocrine pancreas decreased diameter, abnormal (ZP:0103487), Aortic root aneurysm (HP:0002616)-capillary endocrine pancreas decreased diameter, abnormal (ZP:0103487), Genu valgum (HP:0002857)-intestinal epithelium flat, abnormal (ZP:0003506), 	Proximity to FTO associated with Growth retardation, developmental delay, facial dysmorphism (OMIM:612938): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Drumstick terminal phalanges (HP:0006129), 	Proximity to FTO Genu valgum (HP:0002857)-decreased bone mineral density (MP:0000063), 	Proximity to FTO Genu valgum (HP:0002857)-anterior-posterior axis whole organism curved, abnormal (ZP:0002513), 
182	USP17L30_AD	USP17L30	728419	AD	0.7561	0.0008	0.5004	0.1101	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to ZMPSTE24 associated with Restrictive dermopathy (ORPHA:1662): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Thin clavicles (HP:0006645), 	Proximity to ZMPSTE24 Patent ductus arteriosus (HP:0001643)-thin ventricular wall (MP:0000280), Aortic root aneurysm (HP:0002616)-cardiac interstitial fibrosis (MP:0005608), Genu valgum (HP:0002857)-abnormal tibia morphology (MP:0000558), 	
182	RIMBP3C_AR	RIMBP3C	150221	AR	0.7576	0.0008	0.5000	0.1090	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SCN2A associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Patent ductus arteriosus (HP:0001643)-Aortopulmonary collateral arteries (HP:0031834), Aortic root aneurysm (HP:0002616)-Aortopulmonary collateral arteries (HP:0031834), 		
182	MAPK8IP1_AD	MAPK8IP1	9479	AD	0.7584	0.0008	0.5083	0.0989	0.0000	0.0000	0.0000	0.5083	0.5083	1.0000	0				Proximity to MAPK8IP3 associated with Neurodevelopmental disorder with or without variable brain abnormalities (OMIM:618443): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to MAPK8IP3 Patent ductus arteriosus (HP:0001643)-abnormal lung vasculature morphology (MP:0004007), Aortic root aneurysm (HP:0002616)-abnormal lung vasculature morphology (MP:0004007), 	
182	ATG2B_AR	ATG2B	55102	AR	0.7595	0.0008	0.5000	0.1070	0.0000	0.2971	0.0000	0.5000	0.5000	1.0000	0		Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 			Proximity to TBC1D32 Patent ductus arteriosus (HP:0001643)-premature closure of the ductus arteriosus (MP:0010576), Aortic root aneurysm (HP:0002616)-abnormal aortic arch morphology (MP:0004113), Genu valgum (HP:0002857)-facial cleft (MP:0008797), 	Proximity to TBC1D32 Genu valgum (HP:0002857)-post-vent region increased curvature, abnormal (ZP:0001091), 
182	OR5H14_AD	OR5H14	403273	AD	0.7598	0.0008	0.5000	0.1068	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to STAG2 associated with Holoprosencephaly 13, X-linked (OMIM:301043): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Double outlet right ventricle (HP:0001719), Genu valgum (HP:0002857)-Median cleft palate (HP:0009099), 		
182	HLA-B_AD	HLA-B	3106	AD	0.7599	0.0008	0.2515	0.3880	0.7234	0.2971	0.0000	0.5029	0.7234	0.5000	0	Takayasu arteritis (ORPHA:3287): Patent ductus arteriosus (HP:0001643)-Ascending tubular aorta aneurysm (HP:0004970), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-increased heart weight (MP:0002833), Aortic root aneurysm (HP:0002616)-increased heart weight (MP:0002833), 		Proximity to SEC24C associated with 22q11.2 deletion syndrome (ORPHA:567): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic arch morphology (HP:0012303), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		
182	SRF_AD	SRF	6722	AD	0.7614	0.0008	0.5047	0.0998	0.0000	0.0000	0.0000	0.5047	0.5047	1.0000	0				Proximity to MYOCD associated with Megabladder, congenital (OMIM:618719): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 	Proximity to MYOCD Patent ductus arteriosus (HP:0001643)-abnormal dorsal aorta morphology (MP:0004787), Aortic root aneurysm (HP:0002616)-abnormal blood vessel morphology (MP:0001614), 	
182	MUC20_AD	MUC20	200958	AD	0.7616	0.0008	0.5044	0.1000	0.0000	0.0000	0.0000	0.5044	0.5044	1.0000	0				Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Patent ductus arteriosus (HP:0001643)-Vascular calcification (HP:0004934), Aortic root aneurysm (HP:0002616)-Vascular calcification (HP:0004934), 	Proximity to GALNT3 Patent ductus arteriosus (HP:0001643)-calcified aorta (MP:0010522), Aortic root aneurysm (HP:0002616)-calcified aorta (MP:0010522), Genu valgum (HP:0002857)-increased compact bone volume (MP:0010964), 	
182	NACAD_AR	NACAD	23148	AR	0.7620	0.0008	0.5000	0.1044	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TSFM associated with Combined oxidative phosphorylation deficiency 3 (OMIM:610505): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), 		
182	ANAPC2_AD	ANAPC2	29882	AD	0.7627	0.0008	0.5035	0.0999	0.0000	0.0000	0.0000	0.5035	0.5035	1.0000	0				Proximity to MAD2L2 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Proximity to MAD2L2 Genu valgum (HP:0002857)-abnormal foot pad morphology (MP:0000574), 	
182	PHOSPHO2_AD	PHOSPHO2	493911	AD	0.7627	0.0008	0.5000	0.1038	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CYP3A4 associated with Vitamin D-dependent rickets, type 3 (OMIM:619073): Genu valgum (HP:0002857)-Genu varum (HP:0002970), 		
182	NCALD_AD	NCALD	83988	AD	0.7631	0.0008	0.5032	0.0997	0.0000	0.3130	0.0000	0.5032	0.5032	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal retina vasculature morphology (MP:0002792), Aortic root aneurysm (HP:0002616)-abnormal retina vasculature morphology (MP:0002792), Genu valgum (HP:0002857)-irregularly shaped pupil (MP:0001319), 		Proximity to SEC24C associated with 22q11.2 deletion syndrome (ORPHA:567): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic arch morphology (HP:0012303), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		
182	FERMT2_AD	FERMT2	10979	AD	0.7636	0.0008	0.5032	0.0994	0.0000	0.0000	0.3539	0.5032	0.5032	1.0000	0			Patent ductus arteriosus (HP:0001643)-cardiac ventricle decreased size, abnormal (ZP:0000528), Aortic root aneurysm (HP:0002616)-dorsal longitudinal anastomotic vessel morphology, abnormal (ZP:0002479), 	Proximity to DNMT3A associated with Tatton-Brown-Rahman syndrome (ORPHA:404443): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Short toe (HP:0001831), 	Proximity to DNMT3A Genu valgum (HP:0002857)-abnormal bone structure (MP:0003795), 	
182	SPRY2_AD	SPRY2	10253	AD	0.7640	0.0008	0.5023	0.1000	0.2679	0.3535	0.0000	0.5023	0.5023	1.0000	0	?IgA nephropathy, susceptibility to, 3 (OMIM:616818): Patent ductus arteriosus (HP:0001643)-Hypertension (HP:0000822), Aortic root aneurysm (HP:0002616)-Hypertension (HP:0000822), 	Genu valgum (HP:0002857)-decreased length of long bones (MP:0004686), 		Proximity to DYRK1A associated with Intellectual disability syndrome due to a DYRK1A point mutation (ORPHA:464311): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Ankle flexion contracture (HP:0006466), 	Proximity to DYRK1A Patent ductus arteriosus (HP:0001643)-decreased heart weight (MP:0002834), Aortic root aneurysm (HP:0002616)-decreased heart weight (MP:0002834), 	Proximity to DYRK1A Patent ductus arteriosus (HP:0001643)-central artery morphology, abnormal (ZP:0007287), Aortic root aneurysm (HP:0002616)-central artery morphology, abnormal (ZP:0007287), 
182	MC5R_AD	MC5R	4161	AD	0.7641	0.0008	0.5023	0.0999	0.0000	0.0000	0.0000	0.5023	0.5023	1.0000	0					Proximity to PTGER4 Patent ductus arteriosus (HP:0001643)-patent ductus arteriosus (MP:0003139), Aortic root aneurysm (HP:0002616)-patent ductus arteriosus (MP:0003139), 	Proximity to PTGER4 Patent ductus arteriosus (HP:0001643)-ventral wall of dorsal aorta morphology, abnormal (ZP:0008112), Aortic root aneurysm (HP:0002616)-ventral wall of dorsal aorta morphology, abnormal (ZP:0008112), Genu valgum (HP:0002857)-trunk curved ventral, abnormal (ZP:0000636), 
182	RGMA_AD	RGMA	56963	AD	0.7642	0.0008	0.5025	0.0995	0.0000	0.4100	0.0000	0.5025	0.5025	1.0000	0		Patent ductus arteriosus (HP:0001643)-incomplete rostral neuropore closure (MP:0000928), Genu valgum (HP:0002857)-abnormal cranium morphology (MP:0000438), 		Proximity to BMPR1A associated with Juvenile polyposis of infancy (ORPHA:79076): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Broad phalanx of the toes (HP:0010174), 		Proximity to BMPR1A Patent ductus arteriosus (HP:0001643)-heart tube morphology, abnormal (ZP:0000454), Aortic root aneurysm (HP:0002616)-heart tube morphology, abnormal (ZP:0000454), 
